,OverallPoF
1381,0
14,0
8125,1
401,0
3618,0
732,0
3187,0
7962,1
9544,1
9039,1
6594,1
9767,1
9091,1
6658,1
5471,1
9550,1
5921,1
3148,0
2922,0
3321,0
3656,0
4453,0
3737,0
4715,0
6297,1
2345,0
4483,0
5724,1
7036,1
8854,1
8083,1
6193,1
1340,0
2412,0
2649,0
9501,1
8733,1
8558,1
9715,1
4624,0
5504,1
5632,1
8396,1
5242,1
3467,0
1996,0
3534,0
8798,1
1604,0
8531,1
3446,0
1494,0
7354,1
3497,0
5751,1
2772,0
6396,1
2726,0
8055,1
6371,1
6000,1
6242,1
201,0
7770,1
4265,0
1527,0
4698,0
3735,0
6767,1
9916,1
9262,1
2619,0
8054,1
3280,0
1636,0
1390,0
3078,0
8440,1
7254,1
8175,1
458,0
4660,0
8428,1
9766,1
5209,1
2179,0
7486,1
2111,0
1746,0
1753,0
3761,0
387,0
9960,1
4966,0
8617,1
1436,0
5881,1
2914,0
7505,1
6466,1
9627,1
1960,0
3544,0
1426,0
8132,1
7168,1
4779,0
873,0
45,0
3117,0
6716,1
1733,0
8541,1
1095,0
9260,1
1318,0
5581,1
9038,1
8422,1
7535,1
2253,0
1944,0
8202,1
2376,0
2450,0
5422,1
7408,1
8902,1
820,0
7017,1
4351,0
2555,0
578,0
1195,0
2103,0
6960,1
377,0
9895,1
6451,1
312,0
2358,0
6416,1
8216,1
1814,0
8969,1
339,0
6121,1
5345,1
1295,0
2203,0
7719,1
813,0
1920,0
1936,0
1360,0
1552,0
6605,1
1111,0
846,0
8816,1
4574,0
1070,0
1761,0
674,0
186,0
5341,1
6874,1
1686,0
7010,1
7311,1
2371,0
6104,1
7162,1
2399,0
9085,1
7821,1
1310,0
6146,1
8885,1
9235,1
7205,1
2068,0
9682,1
2656,0
6943,1
3189,0
4476,0
8336,1
3600,0
2594,0
8992,1
8587,1
2878,0
3395,0
5130,1
1151,0
9777,1
4020,0
823,0
2964,0
408,0
3287,0
8418,1
8352,1
5782,1
5552,1
9972,1
6942,1
533,0
1122,0
8247,1
274,0
1498,0
9192,1
1050,0
4445,0
1328,0
937,0
5911,1
2928,0
5501,1
1605,0
1847,0
5798,1
5250,1
7863,1
7146,1
2267,0
4517,0
1429,0
6460,1
5597,1
3465,0
4182,0
6884,1
5020,0
6247,1
637,0
2735,0
2818,0
8568,1
6381,1
4544,0
7002,1
1115,0
4262,0
9392,1
1926,0
9403,1
6217,1
7453,1
4415,0
8149,1
3008,0
9619,1
6869,1
9965,1
8687,1
5162,1
7930,1
6555,1
1582,0
398,0
1262,0
8782,1
2186,0
9676,1
2077,0
9747,1
2977,0
1898,0
141,0
531,0
1524,0
4895,0
2071,0
3034,0
9655,1
5424,1
1508,0
334,0
9759,1
5816,1
3825,0
9209,1
10,1
1832,0
4119,0
5520,1
2808,0
6725,1
3371,0
2154,0
6625,1
4556,0
9723,1
7107,1
1059,0
6309,1
170,1
1731,0
908,0
278,0
4902,0
2884,0
8475,1
9858,1
7952,1
8611,1
8651,1
8613,1
6518,1
6062,1
9751,1
1372,0
7264,1
2510,0
5771,1
2638,0
6418,1
619,0
6670,1
9490,1
4742,0
4035,0
4136,0
6770,1
2147,0
2318,0
3957,0
5328,1
8385,1
3759,0
1313,0
5673,1
6095,1
9362,1
9493,1
5139,1
9679,1
2403,0
9461,1
4234,0
3517,0
7121,1
125,0
9329,1
450,0
4178,0
3365,0
7083,1
7837,1
5541,1
2618,0
2571,0
7157,1
6705,1
8762,1
1965,0
6598,1
7884,1
1413,0
3198,0
2716,0
7673,1
4658,0
2280,0
9370,1
7548,1
2532,0
8015,1
5303,1
1776,0
2529,0
8234,1
6698,1
4886,0
8777,1
7420,1
4405,0
5047,1
9067,1
7847,1
7795,1
5794,1
2826,0
1300,0
8719,1
5008,0
3296,0
5715,1
8697,1
9330,1
2195,0
8387,1
8747,1
7982,1
9080,1
8356,1
2588,0
691,0
4840,0
5533,1
1389,0
9322,1
2396,0
981,0
2990,0
4554,0
2232,0
9194,1
3627,0
2752,0
6817,1
9749,1
2326,0
4745,0
8455,1
2356,0
9918,1
9727,1
6335,1
4207,0
1288,0
9680,1
2807,0
4602,0
724,0
1525,0
9673,1
3463,0
6219,1
3899,0
5369,1
4550,0
1194,0
3250,0
5953,1
6909,1
6505,1
7722,1
6628,1
8701,1
6852,1
2920,0
7159,1
5207,1
4799,0
5512,1
6924,1
7452,1
9555,1
7436,1
9467,1
7142,1
2088,0
7631,1
1702,0
4148,0
992,0
5335,1
4071,0
1020,0
1606,0
1289,0
5494,1
7346,1
1868,0
7284,1
9117,1
1096,0
7450,1
4706,0
3438,0
6776,1
7051,1
9699,1
560,0
976,0
558,0
3057,0
6503,1
8692,1
4368,0
7783,1
7469,1
7993,1
1700,0
6308,1
9119,1
6559,1
2504,0
9496,1
4588,0
5070,1
8326,1
2438,0
356,0
5235,1
3159,0
6567,1
7536,1
144,1
9502,1
3043,0
1704,0
7398,1
8955,1
5999,1
4248,0
6116,1
3322,0
9800,1
4128,0
5833,1
7650,1
2833,0
7104,1
6690,1
6595,1
8486,1
6991,1
8638,1
9398,1
3380,0
2213,0
5313,1
7900,1
5943,1
4236,0
3082,0
7173,1
1581,0
2101,0
314,0
1483,0
4508,0
9587,1
6564,1
267,0
1940,0
8191,1
5038,1
4812,0
5633,1
7781,1
2601,0
9375,1
2017,0
148,0
7422,1
7297,1
6390,1
6287,1
3430,0
5237,1
3247,0
3872,0
4419,0
8416,1
5332,1
5484,1
70,0
6744,1
410,0
448,0
2045,0
4709,0
394,0
2743,0
5463,1
1575,0
9044,1
1740,0
3155,0
1684,0
4568,0
1487,0
3452,0
309,0
3940,0
1687,0
3962,0
5082,1
2449,0
9052,1
4793,0
2815,0
1894,0
2098,0
3896,0
7282,1
5823,1
7223,1
6805,1
8884,1
9883,1
5037,0
9650,1
4316,0
8166,1
1114,0
4070,0
1878,0
1143,0
8935,1
8793,1
6673,1
5453,1
9032,1
403,0
2666,0
4363,0
8622,1
2559,0
4928,0
4755,0
4835,0
4165,0
2765,0
6180,1
427,0
5468,1
4158,0
8513,1
5067,1
6471,1
2821,0
2542,0
1008,0
6752,1
5845,1
9109,1
2675,0
1445,0
6910,1
8027,1
3734,0
1717,0
3188,0
6495,1
5588,1
7596,1
2494,0
2569,0
7483,1
7153,1
6475,1
6501,1
505,0
8636,1
9380,1
8012,1
7762,1
5188,1
8130,1
9404,1
4922,0
2406,0
2108,0
7257,1
2811,0
1737,0
9211,1
307,0
4593,0
2950,0
3135,0
9252,1
4583,0
2669,0
1117,0
7601,1
2107,0
7389,1
8243,1
4730,0
6885,1
7844,1
7571,1
5338,1
3151,0
7725,1
3190,0
8743,1
5238,1
2910,0
8786,1
6099,1
5636,1
4551,0
896,0
7654,1
2407,0
1139,0
2287,0
8134,1
6266,1
8722,1
4913,0
1982,0
7959,1
2178,0
7712,1
9998,1
4726,0
1616,0
7716,1
5628,1
5913,1
6681,1
6699,1
3977,0
4134,0
3391,0
2835,0
2337,0
7225,1
4347,0
4511,0
4237,0
7972,1
7723,1
5988,1
4566,0
1651,0
9536,1
3021,0
1593,0
1027,0
6497,1
4875,0
9144,1
2123,0
7785,1
4352,0
8447,1
6539,1
7856,1
5145,1
5979,1
3213,0
269,0
5477,1
3164,0
6065,1
1052,0
553,0
2271,0
683,0
528,0
6516,1
1379,0
7986,1
8443,1
396,0
9418,1
8395,1
722,0
9317,1
4333,0
9386,1
7192,1
9596,1
1396,0
2755,0
8802,1
5445,1
9669,1
155,0
2470,0
6195,1
3441,0
8964,1
9708,1
3541,0
2241,0
4979,0
3644,0
5855,1
6788,1
4097,0
9023,1
8103,1
5700,1
5136,1
6400,1
6504,1
2471,0
7317,1
8124,1
5273,1
1655,0
8383,1
8270,1
8712,1
2516,0
5525,1
1950,0
8062,1
8074,1
2628,0
7734,1
3523,0
4703,0
5524,1
257,0
9029,1
8922,1
988,0
2163,0
6417,1
2792,0
7791,1
4696,0
2117,0
8945,1
8648,1
7369,1
6621,1
6484,1
3512,0
978,0
9663,1
5776,1
3401,0
5694,1
8291,1
9560,1
1185,0
142,0
5684,1
5252,1
5198,1
529,0
7182,1
2734,0
7456,1
8367,1
9565,1
1774,0
847,0
9033,1
6855,1
2710,0
6378,1
4788,0
4923,0
4560,0
3183,0
6311,1
843,0
5365,1
2228,0
912,0
415,0
6550,1
4214,0
5705,1
8439,1
1712,0
5765,1
4012,0
6154,1
7662,1
6959,1
9822,1
1264,0
1851,0
6369,1
3591,0
3861,0
8008,1
7810,1
2255,0
1502,0
6866,1
4491,0
926,0
1183,0
6800,1
6661,1
8147,1
5861,1
5950,1
6606,1
447,0
4222,0
1039,0
9146,1
5159,1
6562,1
982,0
1568,0
3070,0
2374,0
3976,0
3047,0
2423,0
2476,0
4123,0
2333,0
9479,1
3470,0
4538,0
9863,1
2362,0
6660,1
4809,0
3751,0
9977,1
8105,1
7368,1
9455,1
4611,0
1784,0
1035,0
1189,0
2563,0
6081,1
7964,1
3342,0
6198,1
1004,0
3234,0
6915,1
6676,1
3468,0
8432,1
2544,0
1724,0
878,0
2547,0
6132,1
5032,0
3844,0
3112,0
6048,1
7191,1
525,0
7682,1
2644,0
1063,0
3702,0
9063,1
557,0
6186,1
6020,1
3345,0
1404,0
538,0
9702,1
8660,1
7738,1
7933,1
2568,0
599,0
4694,0
8452,1
9814,1
9601,1
1647,0
9174,1
947,0
6218,1
9123,1
7672,1
9344,1
8544,1
6289,1
3424,0
459,0
8655,1
8873,1
3839,0
4100,0
9337,1
1120,0
2586,0
867,0
2442,0
9355,1
3256,0
7678,1
4729,0
2164,0
7644,1
5251,1
4503,0
5559,1
2325,0
6664,1
2283,0
3048,0
6002,1
3202,0
9914,1
8694,1
8812,1
9062,1
2172,0
5473,1
4145,0
1754,0
3381,0
4440,0
8033,1
2524,0
7921,1
1241,0
2776,0
7457,1
7985,1
7451,1
8949,1
701,0
6647,1
9671,1
8091,1
2162,0
2616,0
1789,0
3696,0
9068,1
5593,1
8219,1
6156,1
6671,1
7178,1
6657,1
3388,0
9331,1
7155,1
8590,1
4564,0
8185,1
7052,1
3917,0
3118,0
4792,0
8520,1
5543,1
1493,0
3051,0
9677,1
4607,0
9991,1
8839,1
9660,1
985,0
9590,1
1889,0
3104,0
4153,0
8415,1
6731,1
2030,0
4296,0
2247,0
6939,1
7903,1
7065,1
7067,1
6016,1
4130,0
2799,0
6812,1
9234,1
2830,0
9919,1
8078,1
5852,1
62,0
8435,1
6619,1
8209,1
1399,0
515,0
81,0
32,1
482,0
974,0
2057,0
2218,0
5606,1
3060,0
1103,0
3867,0
9407,1
996,0
3583,0
7158,1
8947,1
749,0
9516,1
9955,1
168,0
8320,1
2663,0
9809,1
2625,0
5615,1
7370,1
8997,1
1316,0
9106,1
9081,1
3301,0
6931,1
7443,1
653,0
3423,0
8164,1
5640,1
9359,1
5757,1
4401,0
1335,0
2862,0
5875,1
9072,1
4366,0
2674,0
165,0
4115,0
6401,1
3004,0
4293,0
6075,1
4598,0
2298,0
965,0
8686,1
8013,1
4073,0
8169,1
1850,0
2428,0
5276,1
8985,1
8735,1
6712,1
3584,0
5744,1
6618,1
9399,1
7485,1
5323,1
8629,1
3111,0
8020,1
5830,1
2915,0
1880,0
8429,1
9319,1
8844,1
1256,0
5905,1
6899,1
94,0
4083,0
2026,0
8277,1
7236,1
7520,1
2766,0
4149,0
5333,1
5894,1
6573,1
8538,1
1899,0
1460,0
8865,1
1330,0
8555,1
1383,0
7873,1
9728,1
8249,1
8397,1
4001,0
841,0
906,0
6425,1
858,0
1817,0
9867,1
4268,0
648,0
7790,1
5363,1
5847,1
4781,0
2319,0
5623,1
6299,1
1402,0
1016,0
9180,1
7730,1
8974,1
6758,1
5500,1
9583,1
2411,0
5455,1
9138,1
9642,1
216,0
2967,0
9643,1
3049,0
2692,0
9569,1
3227,0
6376,1
9275,1
1828,0
9070,1
2923,0
6078,1
6143,1
9099,1
8516,1
5670,1
5940,1
2894,0
8400,1
5505,1
8335,1
4601,0
2579,0
579,0
1629,0
1872,0
6724,1
8918,1
1229,0
264,0
684,0
9121,1
101,0
5437,1
3079,0
6706,1
3630,0
6651,1
8925,1
5281,1
8007,1
8764,1
2952,0
2082,0
6946,1
4526,0
5733,1
1804,0
6462,1
66,0
3623,0
9605,1
2137,0
7872,1
3295,0
3812,0
1167,0
12,0
6914,1
6318,1
7342,1
4427,0
3775,0
196,0
8433,1
1003,0
3766,0
8474,1
7817,1
8156,1
1380,0
5537,1
409,0
6963,1
8718,1
9876,1
8262,1
279,0
7565,1
5659,1
451,0
7851,1
2395,0
839,0
9786,1
6102,1
5646,1
5829,1
2243,0
4797,0
5598,1
3905,0
8797,1
2777,0
3802,0
2768,0
8842,1
3836,0
7209,1
7653,1
6576,1
1336,0
4349,0
8101,1
9534,1
8384,1
1578,0
5135,1
7116,1
9659,1
8177,1
3137,0
3682,0
4261,0
7039,1
3729,0
6402,1
8354,1
799,0
1001,0
4057,0
9772,1
4618,0
6890,1
4728,0
9851,1
9594,1
796,0
5933,1
7717,1
7948,1
5624,1
9491,1
1203,0
2720,0
2010,0
1703,0
7480,1
8063,1
9603,1
852,0
5900,1
6523,1
6791,1
1421,0
5397,1
2993,0
9385,1
477,0
3373,0
3796,0
3445,0
7360,1
5693,1
9990,1
5487,1
4535,0
4628,0
6430,1
5723,1
9336,1
2842,0
2215,0
7263,1
8360,1
8857,1
2643,0
1428,0
3612,0
3607,0
7062,1
5421,1
8118,1
9748,1
1732,0
8245,1
8700,1
8941,1
1350,0
6756,1
3617,0
6363,1
7669,1
2063,0
9783,1
4888,0
7550,1
6582,1
4192,0
5317,1
431,0
6972,1
1981,0
2332,0
8345,1
1386,0
6089,1
3882,0
5909,1
1410,0
577,0
1238,0
3667,0
1371,0
1665,0
1781,0
2763,0
9644,1
8183,1
0,1
623,0
41,0
9928,1
9161,1
2146,0
2166,0
7829,1
8598,1
3042,0
1025,0
8295,1
5163,1
5514,1
8464,1
8628,1
6663,1
7252,1
320,0
4114,0
4512,0
4807,0
7697,1
4186,0
4652,0
4474,0
5474,1
7371,1
3398,0
7613,1
4940,0
2493,0
667,0
2960,0
1054,0
8272,1
1434,0
6872,1
9477,1
2212,0
5955,1
5857,1
1705,0
5090,1
8546,1
7464,1
2823,0
8666,1
9195,1
3597,0
1628,0
243,0
7243,1
3868,0
8965,1
4308,0
4485,0
328,0
7919,1
68,1
7860,1
2464,0
7196,1
9387,1
9737,1
919,0
2301,0
3841,0
5033,0
4276,0
7917,1
9857,1
9476,1
2857,0
4255,0
8828,1
5653,1
6565,1
5146,1
8716,1
3417,0
6702,1
8585,1
7239,1
8472,1
3645,0
5320,1
5229,1
2889,0
7511,1
8265,1
7523,1
4402,0
1595,0
3632,0
1049,0
2062,0
6435,1
4599,0
86,0
8724,1
8766,1
2365,0
1642,0
9875,1
4191,0
8114,1
3443,0
183,0
2983,0
4353,0
392,0
4200,0
5831,1
4438,0
9602,1
8248,1
2277,0
6203,1
5406,1
7750,1
5225,1
6340,1
5254,1
4279,0
7358,1
7838,1
2246,0
3339,0
4705,0
8238,1
6079,1
7533,1
3531,0
5643,1
876,0
3222,0
6696,1
6819,1
9854,1
6929,1
5208,1
9633,1
7805,1
9681,1
4050,0
3510,0
6120,1
9444,1
7475,1
3274,0
948,0
3989,0
6334,1
1232,0
9135,1
1081,0
5094,1
8072,1
6837,1
7627,1
1177,0
5253,1
6722,1
9810,1
4385,0
7310,1
7133,1
4055,0
5354,1
7294,1
8773,1
7891,1
621,0
1439,0
8991,1
7026,1
4791,0
7572,1
7530,1
4546,0
5200,1
7709,1
6280,1
4853,0
421,0
5191,1
9488,1
5727,1
6984,1
3848,0
3020,0
6236,1
9620,1
3488,0
5697,1
4762,0
8763,1
6918,1
4228,0
6066,1
693,0
1896,0
8791,1
2422,0
6312,1
4920,0
7164,1
8461,1
7028,1
8110,1
4577,0
4929,0
4861,0
5549,1
4625,0
2724,0
3279,0
8442,1
4887,0
1988,0
2020,0
6938,1
5119,1
4094,0
7088,1
3476,0
1155,0
9943,1
8413,1
7224,1
8373,1
4348,0
4501,0
9930,1
8732,1
6896,1
1694,0
9027,1
892,0
8233,1
2102,0
9181,1
8284,1
3925,0
7864,1
5678,1
4663,0
7078,1
5532,1
4306,0
8940,1
7029,1
7495,1
8530,1
5216,1
1235,0
6383,1
9986,1
4872,0
690,0
9626,1
3935,0
2006,0
1222,0
1280,0
2258,0
1137,0
7409,1
1787,0
1420,0
8713,1
660,0
5770,1
4208,0
3124,0
9298,1
6437,1
9985,1
1405,0
7780,1
1132,0
7193,1
5749,1
5280,1
9168,1
2865,0
6650,1
7460,1
4704,0
7748,1
5566,1
7820,1
5926,1
6261,1
1557,0
7701,1
3304,0
3858,0
1922,0
6588,1
5272,1
2408,0
8726,1
8287,1
5616,1
8742,1
8497,1
1559,0
1891,0
9888,1
3943,0
1813,0
1491,0
8398,1
2745,0
9684,1
4199,0
4987,0
8601,1
830,0
357,0
1042,0
8423,1
807,0
1553,0
4156,0
7177,1
4105,0
3902,0
6815,1
1407,0
3588,0
2962,0
7362,1
7926,1
1825,0
280,0
9588,1
2090,0
9931,1
3408,0
6992,1
1806,0
4557,0
6243,1
4339,0
4138,0
6285,1
2336,0
4634,0
2461,0
8417,1
6536,1
5115,1
3818,0
2346,0
8787,1
3425,0
8445,1
1711,0
385,0
8689,1
6816,1
9746,1
727,0
5567,1
7902,1
495,0
5402,1
9820,1
2180,0
7326,1
3725,0
5454,1
3593,0
3578,0
6073,1
5157,1
1303,0
8833,1
3556,0
7871,1
8767,1
6733,1
9821,1
9521,1
2859,0
3708,0
5908,1
240,0
5860,1
5960,1
1278,0
9735,1
483,0
1085,0
3267,0
1326,0
1000,0
1723,0
7220,1
9886,1
7427,1
9628,1
7183,1
3601,0
7558,1
2220,0
795,0
5695,1
6050,1
5542,1
252,0
6234,1
7557,1
5393,1
1144,0
5834,1
8705,1
9082,1
2786,0
7788,1
523,0
5411,1
2135,0
1478,0
1945,0
1392,0
273,0
434,0
8988,1
2926,0
9259,1
4084,0
9263,1
9108,1
4678,0
8342,1
4867,0
4103,0
3972,0
7290,1
6994,1
5372,1
9006,1
5538,1
350,0
3285,0
666,0
7093,1
9377,1
4151,0
6041,1
8343,1
321,0
7063,1
2451,0
881,0
1136,0
6061,1
2535,0
1376,0
2634,0
162,1
2871,0
3572,0
1933,0
8860,1
5069,1
2081,0
7417,1
3648,0
3982,0
7931,1
3815,0
6200,1
5002,0
3535,0
2497,0
4002,0
3044,0
5193,1
4910,0
9765,1
3138,0
8128,1
1028,0
6760,1
1968,0
5171,1
1218,0
1821,0
9097,1
6900,1
7352,1
4567,0
5840,1
5557,1
872,0
1312,0
3710,0
5277,1
1268,0
5077,1
8330,1
2093,0
790,0
7779,1
5736,1
9757,1
89,0
4395,0
4068,0
8901,1
9347,1
7560,1
5186,1
5983,1
9188,1
9208,1
8318,1
1680,0
767,0
1266,0
3128,0
6648,1
8619,1
7115,1
4032,0
5804,1
210,0
3920,0
5676,1
7759,1
7031,1
3357,0
7924,1
2153,0
6499,1
9829,1
8881,1
9405,1
5523,1
8227,1
1858,0
987,0
2986,0
1089,0
253,0
3054,0
7393,1
1387,0
9967,1
9153,1
954,0
622,0
6527,1
2596,0
5129,1
1135,0
4367,0
8892,1
407,0
6554,1
9589,1
6141,1
1542,0
7909,1
6438,1
1566,0
3421,0
4612,0
1688,0
1444,0
1119,0
6126,1
2049,0
1443,0
15,0
3810,0
1254,0
8488,1
3907,0
5248,1
698,0
2044,0
9903,1
5530,1
6580,1
9462,1
7763,1
2242,0
3688,0
5271,1
1757,0
8267,1
8883,1
4027,0
5635,1
9390,1
6707,1
2738,0
261,0
5815,1
5613,1
3873,0
1435,0
1895,0
7232,1
9515,1
2323,0
7735,1
4962,0
4965,0
7411,1
9612,1
5367,1
3958,0
9742,1
6033,1
2189,0
1481,0
7681,1
9920,1
4102,0
33,0
849,0
4514,0
7268,1
362,0
3602,0
4446,0
8325,1
8004,1
821,0
7387,1
9342,1
9807,1
3805,0
5295,1
9351,1
5783,1
2394,0
7163,1
7755,1
3860,0
8990,1
8034,1
5637,1
6633,1
2439,0
1456,0
6037,1
6239,1
4653,0
4796,0
9019,1
7840,1
8309,1
8409,1
4179,0
3558,0
8332,1
9147,1
137,0
9276,1
8222,1
3723,0
9970,1
9608,1
4048,0
5222,1
1780,0
411,0
1079,0
5810,1
3400,0
9492,1
6360,1
4361,0
3877,0
2445,0
3414,0
927,0
4924,0
9105,1
9456,1
8450,1
4493,0
5040,1
8071,1
6010,1
3218,0
5931,1
1632,0
5197,1
4189,0
2155,0
9393,1
6256,1
42,0
2554,0
3988,0
5481,1
8897,1
7749,1
6774,1
6533,1
5350,1
1285,0
1147,0
316,0
5378,1
419,0
514,0
8635,1
705,0
1017,0
9041,1
5555,1
6128,1
3447,0
2110,0
172,0
7569,1
8348,1
3538,0
5901,1
349,0
6934,1
1649,0
9720,1
2226,0
9155,1
7561,1
9239,1
4879,0
7015,1
3647,0
4087,0
3743,0
1609,0
6384,1
7645,1
9666,1
7549,1
9504,1
5011,0
132,0
2269,0
8889,1
3689,0
4838,0
5430,1
1913,0
5907,1
930,0
2886,0
7803,1
1645,0
1611,0
4490,0
9788,1
9279,1
5072,1
5642,1
3553,0
9828,1
3120,0
3115,0
3974,0
1251,0
1663,0
5126,1
5308,1
3223,0
9221,1
7244,1
2139,0
5602,1
1767,0
4194,0
2119,0
369,0
1365,0
337,0
1332,0
3090,0
1074,0
2664,0
3928,0
536,0
911,0
1068,0
64,0
3654,0
7929,1
5554,1
9154,1
5850,1
2290,0
760,0
5138,1
3945,0
3926,0
6259,1
9698,1
1870,0
9297,1
4986,0
6160,1
2838,0
6888,1
266,0
5756,1
2276,0
5407,1
6336,1
3900,0
3030,0
6654,1
6879,1
7889,1
1572,0
8339,1
7663,1
8630,1
3160,0
3314,0
55,0
5408,1
8067,1
4732,0
2261,0
3939,0
5721,1
5128,1
4524,0
3260,0
2031,0
4894,0
3994,0
4801,0
1045,0
5517,1
8591,1
6103,1
7501,1
1043,0
5377,1
6454,1
8625,1
5051,1
271,0
5412,1
7473,1
6646,1
8163,1
188,0
4437,0
6275,1
4030,0
8321,1
7940,1
2829,0
1656,0
3665,0
5618,1
7870,1
3480,0
3715,0
3855,0
9013,1
3947,0
5389,1
9429,1
763,0
9825,1
5675,1
8572,1
7206,1
5869,1
1662,0
9250,1
8480,1
1800,0
1811,0
7481,1
829,0
1829,0
2685,0
2327,0
5526,1
3455,0
6615,1
6467,1
1987,0
7934,1
7802,1
8978,1
4579,0
3929,0
5344,1
3769,0
4235,0
6638,1
6015,1
3576,0
8459,1
4041,0
1451,0
4432,0
1560,0
7402,1
1613,0
4184,0
4022,0
9265,1
4855,0
1890,0
4640,0
9308,1
4251,0
4336,0
9636,1
452,0
97,0
6472,1
2545,0
977,0
2047,0
7454,1
2004,0
3622,0
121,0
9541,1
7996,1
469,0
6825,1
203,0
4743,0
7742,1
7424,1
2965,0
1219,0
1171,0
8995,1
4639,0
9654,1
6197,1
7976,1
1808,0
5784,1
3970,0
6119,1
6730,1
8430,1
5874,1
6271,1
8685,1
2322,0
5480,1
6352,1
1482,0
4188,0
5459,1
5495,1
7543,1
8212,1
6742,1
1258,0
5287,1
7045,1
5746,1
4216,0
4829,0
9332,1
4417,0
6751,1
1635,0
7109,1
8378,1
8563,1
8094,1
6865,1
2564,0
9220,1
5410,1
1495,0
26,0
333,0
708,0
8792,1
8807,1
3239,0
8679,1
2753,0
3675,0
5021,0
4881,0
8206,1
6709,1
2620,0
7816,1
1090,0
7827,1
8184,1
9649,1
1244,0
6590,1
5356,1
376,0
7395,1
788,0
122,0
2614,0
5912,1
5641,1
1168,0
4713,0
159,0
8808,1
8859,1
2840,0
7731,1
5698,1
6738,1
5735,1
2938,0
7949,1
1342,0
7229,1
1907,0
6617,1
310,0
8972,1
2970,0
1283,0
7813,1
3204,0
2075,0
9244,1
3108,0
8390,1
1857,0
7111,1
2969,0
7190,1
7756,1
9726,1
7467,1
9887,1
3384,0
7096,1
6322,1
7242,1
9248,1
2636,0
3508,0
3811,0
6535,1
1210,0
5379,1
289,0
1023,0
2161,0
5930,1
6388,1
119,0
7522,1
3046,0
2775,0
1660,0
806,0
968,0
340,0
8605,1
3853,0
1670,0
2187,0
4722,0
9859,1
4679,0
5762,1
2000,0
6726,1
4794,0
2190,0
5259,1
9498,1
5654,1
6904,1
4254,0
7125,1
1230,0
5325,1
7405,1
7605,1
9169,1
5883,1
8119,1
1580,0
9705,1
4028,0
5347,1
1819,0
9316,1
49,0
7739,1
7566,1
5005,0
3209,0
6082,1
6779,1
8292,1
3705,0
7230,1
3275,0
6483,1
4885,0
9148,1
7956,1
8127,1
2495,0
5747,1
8599,1
268,0
4702,0
4150,0
497,0
8485,1
2313,0
5492,1
687,0
7583,1
470,0
6036,1
5132,1
4632,0
282,0
4614,0
595,0
6920,1
879,0
587,0
8299,1
8977,1
3077,0
4221,0
8535,1
4311,0
3231,0
6750,1
1067,0
1220,0
9361,1
5717,1
3178,0
4880,0
9558,1
6821,1
2029,0
9196,1
103,0
6107,1
2477,0
9561,1
9768,1
3121,0
2837,0
7032,1
4666,0
6796,1
2744,0
6187,1
6757,1
1931,0
2623,0
1551,0
8938,1
3864,0
3006,0
511,0
8237,1
2841,0
9151,1
9535,1
4233,0
814,0
4999,0
2949,0
1142,0
8583,1
7846,1
3671,0
5339,1
3562,0
9231,1
8097,1
5304,1
82,0
1433,0
5956,1
8172,1
2067,0
9846,1
4621,0
22,0
9999,1
3415,0
8218,1
1106,0
5179,1
1199,0
7570,1
4152,0
3717,0
8557,1
7321,1
6717,1
1855,0
1038,0
6802,1
7968,1
7577,1
5050,1
5291,1
3258,0
5521,1
7292,1
904,0
8554,1
651,0
4638,0
3349,0
5054,1
9831,1
8269,1
2539,0
6069,1
2377,0
566,0
2446,0
4685,0
250,0
895,0
8150,1
5478,1
2679,0
2754,0
3975,0
8769,1
564,0
4956,0
5447,1
7609,1
7068,1
9280,1
3422,0
8794,1
2208,0
6142,1
4852,0
2612,0
1657,0
6333,1
7336,1
7960,1
9397,1
8744,1
1497,0
4142,0
5629,1
663,0
1459,0
3611,0
9127,1
8273,1
4245,0
973,0
5444,1
5788,1
6746,1
6908,1
4456,0
4946,0
3827,0
7359,1
8286,1
4967,0
4939,0
7988,1
7617,1
604,0
1509,0
1671,0
9002,1
4866,0
6831,1
3590,0
834,0
456,0
4543,0
5806,1
20,0
6196,1
9035,1
9992,1
4314,0
6552,1
6741,1
3575,0
4744,0
7278,1
3406,0
4740,0
4899,0
6592,1
4219,0
5556,1
2705,0
7247,1
3529,0
2930,0
4931,0
8656,1
1414,0
804,0
8344,1
761,0
4098,0
6683,1
754,0
7953,1
9599,1
231,0
9847,1
1518,0
1080,0
4675,0
8047,1
5184,1
7509,1
9701,1
9770,1
4090,0
9713,1
7384,1
7060,1
9152,1
4942,0
692,0
4399,0
9547,1
5818,1
2268,0
9500,1
290,0
8959,1
5366,1
7042,1
1131,0
7751,1
2706,0
5961,1
4857,0
4700,0
9687,1
9595,1
6801,1
7343,1
8565,1
861,0
1831,0
2266,0
7474,1
9414,1
200,0
6208,1
1180,0
4004,0
6347,1
83,0
4903,0
1255,0
6787,1
4862,0
5013,0
5343,1
902,0
2066,0
4991,0
9964,1
3938,0
903,0
9459,1
7652,1
6721,1
8654,1
4933,0
3579,0
1352,0
4530,0
1299,0
3303,0
3472,0
352,0
1607,0
2519,0
4021,0
3552,0
9950,1
715,0
3845,0
6593,1
2973,0
1277,0
5392,1
3312,0
1863,0
9318,1
4173,0
5748,1
296,0
5722,1
7330,1
251,0
8778,1
3473,0
