OverallPoF,,OverallPoF
0.0,24731,0.0
1.0,94000,1.0
1.0,76900,1.0
0.0,83498,0.0
1.0,61150,1.0
1.0,38504,1.0
1.0,2066,1.0
1.0,32405,1.0
0.0,68137,0.0
0.0,53615,0.0
0.0,7452,0.0
1.0,33605,1.0
1.0,51540,1.0
1.0,86431,1.0
0.0,26405,0.0
0.0,36901,0.0
0.0,62259,0.0
1.0,84593,1.0
0.0,2267,0.0
0.0,26022,0.0
1.0,31075,1.0
1.0,97366,1.0
0.0,25031,0.0
1.0,29854,1.0
0.0,45136,0.0
0.0,7447,0.0
0.0,91217,0.0
1.0,90820,1.0
1.0,58543,1.0
1.0,46671,1.0
1.0,43949,1.0
0.0,98526,0.0
1.0,24442,1.0
0.0,34434,0.0
0.0,86191,0.0
0.0,51550,0.0
1.0,26376,1.0
1.0,59408,1.0
1.0,24828,1.0
1.0,39797,1.0
0.0,36897,0.0
1.0,95577,1.0
1.0,35543,1.0
1.0,8428,1.0
0.0,42171,0.0
1.0,91772,1.0
1.0,32959,1.0
0.0,91293,0.0
0.0,1188,0.0
1.0,65074,1.0
1.0,55352,1.0
0.0,59582,0.0
1.0,60741,1.0
0.0,15676,0.0
1.0,94260,1.0
0.0,5904,0.0
1.0,44247,1.0
0.0,41612,0.0
1.0,73,1.0
1.0,31700,1.0
0.0,53983,0.0
1.0,59353,1.0
1.0,31085,1.0
0.0,62963,0.0
0.0,54388,0.0
1.0,4341,1.0
1.0,33000,1.0
1.0,51358,1.0
0.0,82958,0.0
0.0,78953,0.0
0.0,89523,0.0
1.0,79269,1.0
1.0,23348,1.0
1.0,63599,1.0
0.0,53296,0.0
1.0,969,1.0
1.0,7106,1.0
0.0,55378,0.0
1.0,9693,1.0
1.0,82977,1.0
1.0,49743,1.0
0.0,11043,0.0
0.0,38767,0.0
1.0,79094,1.0
0.0,86338,0.0
0.0,10533,0.0
0.0,64120,0.0
0.0,58839,0.0
0.0,56294,0.0
1.0,73538,1.0
0.0,39703,0.0
0.0,83473,0.0
1.0,69417,1.0
1.0,66206,1.0
0.0,55750,0.0
1.0,10565,1.0
1.0,92599,1.0
1.0,93750,1.0
1.0,99292,1.0
1.0,27330,1.0
1.0,35897,1.0
0.0,84099,0.0
0.0,2030,0.0
1.0,83683,1.0
0.0,47398,0.0
1.0,23501,1.0
0.0,57543,0.0
1.0,85017,1.0
0.0,15279,0.0
1.0,76372,1.0
1.0,34135,1.0
1.0,15666,1.0
1.0,1303,1.0
1.0,36549,1.0
0.0,56331,0.0
0.0,84215,0.0
0.0,70095,0.0
0.0,23966,0.0
1.0,77876,1.0
0.0,56548,0.0
0.0,40025,0.0
1.0,98602,1.0
0.0,18052,0.0
0.0,9260,0.0
0.0,48874,0.0
0.0,35336,0.0
0.0,85663,0.0
0.0,30107,0.0
1.0,28012,1.0
1.0,70422,1.0
0.0,87677,0.0
0.0,39439,0.0
1.0,48279,1.0
0.0,75963,0.0
1.0,44400,1.0
0.0,21788,0.0
1.0,1834,1.0
0.0,3069,0.0
0.0,97462,0.0
1.0,68978,1.0
1.0,65352,1.0
1.0,25050,1.0
0.0,11749,0.0
1.0,97811,1.0
1.0,28725,1.0
1.0,81255,1.0
1.0,40849,1.0
0.0,45100,0.0
0.0,37173,0.0
0.0,96357,0.0
1.0,97803,1.0
0.0,29371,0.0
0.0,3362,0.0
0.0,80432,0.0
0.0,85103,0.0
1.0,32221,1.0
0.0,69957,0.0
0.0,42561,0.0
1.0,25203,1.0
1.0,8050,1.0
0.0,66658,0.0
0.0,46257,0.0
1.0,13877,1.0
0.0,43298,0.0
1.0,14026,1.0
0.0,78119,0.0
1.0,28787,1.0
0.0,31829,0.0
1.0,76919,1.0
1.0,55231,1.0
0.0,19770,0.0
0.0,60834,0.0
0.0,5485,0.0
1.0,82192,1.0
0.0,79763,0.0
1.0,70142,1.0
0.0,51869,0.0
0.0,26679,0.0
0.0,97957,0.0
1.0,48590,1.0
0.0,89922,0.0
1.0,96219,1.0
1.0,46452,1.0
0.0,74548,0.0
1.0,41065,1.0
0.0,49073,0.0
0.0,61348,0.0
0.0,1814,0.0
0.0,75050,0.0
0.0,1809,0.0
1.0,68314,1.0
0.0,80048,0.0
1.0,56291,1.0
1.0,16233,1.0
1.0,50764,1.0
0.0,70388,0.0
0.0,95107,0.0
1.0,70284,1.0
0.0,43155,0.0
0.0,1585,0.0
1.0,3440,1.0
1.0,20110,1.0
0.0,70959,0.0
1.0,8804,1.0
1.0,40534,1.0
1.0,25295,1.0
1.0,33205,1.0
1.0,57934,1.0
0.0,40057,0.0
0.0,82036,0.0
0.0,19050,0.0
1.0,43287,1.0
0.0,29111,0.0
1.0,69334,1.0
0.0,20242,0.0
1.0,8638,1.0
0.0,30646,0.0
0.0,97882,0.0
0.0,59165,0.0
1.0,77088,1.0
0.0,90283,0.0
1.0,52081,1.0
1.0,30794,1.0
0.0,52612,0.0
1.0,323,1.0
0.0,46399,0.0
1.0,27326,1.0
0.0,79834,0.0
0.0,61903,0.0
0.0,67611,0.0
0.0,72611,0.0
0.0,21249,0.0
0.0,43892,0.0
0.0,38011,0.0
0.0,58628,0.0
0.0,80669,0.0
1.0,34892,1.0
1.0,63015,1.0
1.0,93114,1.0
1.0,79905,1.0
0.0,65669,0.0
1.0,34483,1.0
0.0,44813,0.0
0.0,55230,0.0
0.0,95850,0.0
0.0,67870,0.0
1.0,84675,1.0
0.0,18177,0.0
0.0,89718,0.0
0.0,98986,0.0
1.0,12679,1.0
0.0,97170,0.0
0.0,58635,0.0
0.0,69199,0.0
0.0,23573,0.0
0.0,53606,0.0
1.0,42346,1.0
0.0,88861,0.0
0.0,41309,0.0
1.0,14611,1.0
1.0,88220,1.0
0.0,68234,0.0
0.0,92845,0.0
1.0,55372,1.0
0.0,2255,0.0
1.0,99785,1.0
1.0,42137,1.0
0.0,66224,0.0
1.0,26582,1.0
0.0,97884,0.0
0.0,89705,0.0
1.0,31692,1.0
1.0,63230,1.0
1.0,47136,1.0
1.0,50477,1.0
0.0,97577,0.0
0.0,71470,0.0
0.0,28354,0.0
0.0,39194,0.0
0.0,67202,0.0
1.0,20373,1.0
0.0,80271,0.0
1.0,46946,1.0
1.0,75032,1.0
0.0,55930,0.0
0.0,57370,0.0
0.0,51430,0.0
1.0,9944,1.0
1.0,28945,1.0
0.0,18702,0.0
1.0,54477,1.0
1.0,35179,1.0
0.0,15418,0.0
0.0,15322,0.0
1.0,42228,1.0
1.0,10773,1.0
0.0,18957,0.0
1.0,99655,1.0
0.0,67497,0.0
1.0,91806,1.0
1.0,35760,1.0
1.0,46052,1.0
1.0,88527,1.0
1.0,2934,1.0
0.0,78090,0.0
0.0,87796,0.0
1.0,129,1.0
1.0,50038,1.0
0.0,8433,0.0
1.0,13023,1.0
0.0,76491,0.0
1.0,71475,1.0
0.0,30845,0.0
1.0,90465,1.0
0.0,55897,0.0
1.0,34419,1.0
0.0,88646,0.0
0.0,96172,0.0
0.0,15117,0.0
1.0,78535,1.0
1.0,35542,1.0
0.0,72840,0.0
0.0,897,0.0
1.0,95889,1.0
1.0,11451,1.0
0.0,76378,0.0
0.0,13146,0.0
0.0,671,0.0
1.0,36676,1.0
1.0,23820,1.0
0.0,79514,0.0
1.0,80018,1.0
1.0,97081,1.0
0.0,24289,0.0
1.0,875,1.0
0.0,75907,0.0
0.0,22857,0.0
0.0,54088,0.0
0.0,64642,0.0
1.0,46604,1.0
0.0,87596,0.0
0.0,41191,0.0
0.0,66071,0.0
1.0,14169,1.0
1.0,15471,1.0
1.0,4948,1.0
1.0,85113,1.0
0.0,62933,0.0
0.0,81395,0.0
0.0,34772,0.0
1.0,76038,1.0
0.0,28474,0.0
1.0,61326,1.0
0.0,74470,0.0
0.0,98242,0.0
0.0,95238,0.0
1.0,50206,1.0
1.0,15052,1.0
1.0,22435,1.0
0.0,60568,0.0
0.0,86241,0.0
0.0,83363,0.0
0.0,25422,0.0
0.0,93481,0.0
0.0,28386,0.0
0.0,99876,0.0
1.0,19149,1.0
0.0,54237,0.0
1.0,44599,1.0
0.0,55719,0.0
1.0,77011,1.0
0.0,19269,0.0
1.0,85378,1.0
0.0,28211,0.0
1.0,8426,1.0
0.0,25931,0.0
1.0,16035,1.0
1.0,93453,1.0
0.0,62958,0.0
1.0,40479,1.0
1.0,43724,1.0
0.0,1267,0.0
1.0,99824,1.0
0.0,3624,0.0
1.0,37446,1.0
1.0,41651,1.0
1.0,68520,1.0
0.0,62777,0.0
0.0,53954,0.0
1.0,5683,1.0
1.0,87761,1.0
1.0,21296,1.0
0.0,43125,0.0
0.0,47418,0.0
1.0,43887,1.0
1.0,89873,1.0
0.0,43035,0.0
1.0,63662,1.0
0.0,89420,0.0
0.0,13077,0.0
1.0,16574,1.0
1.0,19529,1.0
0.0,64060,0.0
1.0,57194,1.0
0.0,36155,0.0
1.0,58196,1.0
1.0,83447,1.0
0.0,91550,0.0
0.0,74103,0.0
1.0,21590,1.0
1.0,33780,1.0
0.0,13437,0.0
1.0,9808,1.0
0.0,91922,0.0
0.0,59771,0.0
1.0,54585,1.0
0.0,6092,0.0
1.0,41646,1.0
0.0,55639,0.0
0.0,5804,0.0
0.0,84780,0.0
1.0,33454,1.0
1.0,26568,1.0
1.0,90091,1.0
1.0,89256,1.0
0.0,25166,0.0
1.0,90939,1.0
0.0,79898,0.0
1.0,83469,1.0
0.0,2428,0.0
0.0,85352,0.0
1.0,47234,1.0
0.0,71798,0.0
0.0,96887,0.0
0.0,26133,0.0
1.0,40421,1.0
1.0,82085,1.0
0.0,48132,0.0
0.0,75263,0.0
1.0,61266,1.0
1.0,19520,1.0
0.0,23797,0.0
0.0,85221,0.0
0.0,73641,0.0
1.0,22265,1.0
0.0,97344,0.0
0.0,22101,0.0
1.0,77691,1.0
0.0,47375,0.0
1.0,63260,1.0
1.0,31082,1.0
0.0,20374,0.0
1.0,20032,1.0
1.0,33022,1.0
0.0,70015,0.0
0.0,12101,0.0
1.0,40541,1.0
1.0,92853,1.0
0.0,28819,0.0
1.0,12228,1.0
0.0,41286,0.0
0.0,18179,0.0
1.0,19142,1.0
1.0,61816,1.0
1.0,99322,1.0
0.0,58882,0.0
0.0,16202,0.0
0.0,83574,0.0
1.0,94288,1.0
0.0,2062,0.0
1.0,12450,1.0
1.0,99039,1.0
0.0,82116,0.0
0.0,90540,0.0
1.0,52855,1.0
1.0,91740,1.0
1.0,44231,1.0
0.0,85219,0.0
0.0,70325,0.0
0.0,72665,0.0
0.0,30347,0.0
0.0,15922,0.0
1.0,53381,1.0
0.0,165,0.0
0.0,14802,0.0
0.0,84866,0.0
1.0,49149,1.0
1.0,93715,1.0
0.0,37549,0.0
0.0,38578,0.0
1.0,75241,1.0
1.0,17998,1.0
0.0,24540,0.0
0.0,73324,0.0
1.0,20690,1.0
0.0,71334,0.0
0.0,62934,0.0
1.0,72083,1.0
1.0,32846,1.0
0.0,44195,0.0
0.0,33679,0.0
0.0,38208,0.0
0.0,38983,0.0
1.0,53927,1.0
1.0,65565,1.0
0.0,69731,0.0
0.0,27146,0.0
0.0,13814,0.0
1.0,79586,1.0
0.0,24511,0.0
0.0,35294,0.0
0.0,62222,0.0
1.0,76247,1.0
0.0,18795,0.0
0.0,85134,0.0
0.0,34139,0.0
1.0,90485,1.0
0.0,15811,0.0
0.0,13467,0.0
1.0,20622,1.0
0.0,96525,0.0
1.0,16639,1.0
1.0,32964,1.0
0.0,29014,0.0
0.0,25012,0.0
0.0,88971,0.0
1.0,55994,1.0
1.0,85622,1.0
1.0,9301,1.0
1.0,96470,1.0
0.0,63962,0.0
0.0,82617,0.0
1.0,41087,1.0
0.0,34406,0.0
0.0,52047,0.0
1.0,94609,1.0
1.0,34510,1.0
1.0,5466,1.0
0.0,91930,0.0
0.0,6680,0.0
0.0,56893,0.0
0.0,85471,0.0
1.0,74137,1.0
0.0,49167,0.0
1.0,85397,1.0
1.0,41371,1.0
1.0,49023,1.0
1.0,79192,1.0
1.0,91281,1.0
0.0,66447,0.0
0.0,81138,0.0
0.0,35214,0.0
1.0,86520,1.0
0.0,12773,0.0
1.0,94525,1.0
1.0,73193,1.0
1.0,63908,1.0
0.0,29679,0.0
0.0,41834,0.0
0.0,4726,0.0
1.0,73355,1.0
0.0,99232,0.0
0.0,50943,0.0
1.0,89839,1.0
0.0,73534,0.0
1.0,66609,1.0
0.0,85944,0.0
0.0,8545,0.0
0.0,35722,0.0
1.0,84360,1.0
1.0,67163,1.0
1.0,83879,1.0
1.0,60181,1.0
0.0,69173,0.0
1.0,51104,1.0
1.0,99310,1.0
1.0,17634,1.0
1.0,22782,1.0
1.0,67749,1.0
0.0,78420,0.0
0.0,78173,0.0
0.0,35143,0.0
1.0,99762,1.0
1.0,83593,1.0
1.0,39983,1.0
1.0,57078,1.0
1.0,52669,1.0
0.0,53193,0.0
1.0,24810,1.0
0.0,9759,0.0
1.0,13808,1.0
0.0,44281,0.0
0.0,13793,0.0
0.0,23472,0.0
1.0,92594,1.0
0.0,33410,0.0
1.0,16023,1.0
0.0,72769,0.0
1.0,14792,1.0
0.0,85644,0.0
1.0,27574,1.0
0.0,57038,0.0
0.0,30654,0.0
0.0,79383,0.0
0.0,49532,0.0
1.0,77155,1.0
0.0,10362,0.0
0.0,48615,0.0
0.0,35841,0.0
0.0,53503,0.0
0.0,49727,0.0
1.0,95797,1.0
0.0,6589,0.0
0.0,72590,0.0
1.0,30726,1.0
1.0,7812,1.0
1.0,87707,1.0
1.0,89780,1.0
1.0,47416,1.0
0.0,23068,0.0
0.0,1957,0.0
1.0,13870,1.0
1.0,71085,1.0
0.0,56918,0.0
1.0,27453,1.0
1.0,78226,1.0
0.0,61870,0.0
1.0,25598,1.0
1.0,80219,1.0
1.0,57625,1.0
1.0,32176,1.0
0.0,76883,0.0
0.0,31651,0.0
1.0,52325,1.0
1.0,54852,1.0
0.0,56529,0.0
0.0,36056,0.0
1.0,99774,1.0
1.0,38842,1.0
0.0,28375,0.0
0.0,64951,0.0
1.0,32047,1.0
0.0,19793,0.0
1.0,29779,1.0
0.0,71016,0.0
1.0,29714,1.0
1.0,42314,1.0
0.0,61362,0.0
0.0,63519,0.0
0.0,46532,0.0
0.0,96688,0.0
0.0,27590,0.0
1.0,15806,1.0
1.0,22903,1.0
1.0,36391,1.0
0.0,73535,0.0
1.0,61076,1.0
1.0,32300,1.0
0.0,35134,0.0
1.0,34356,1.0
0.0,65068,0.0
1.0,58212,1.0
0.0,29887,0.0
0.0,61010,0.0
0.0,15746,0.0
1.0,59676,1.0
0.0,90448,0.0
1.0,46640,1.0
1.0,89114,1.0
1.0,25650,1.0
0.0,14201,0.0
0.0,30047,0.0
0.0,16002,0.0
1.0,29374,1.0
0.0,18997,0.0
1.0,46531,1.0
1.0,39376,1.0
1.0,88176,1.0
1.0,43771,1.0
1.0,52544,1.0
0.0,9628,0.0
1.0,24169,1.0
0.0,44338,0.0
1.0,20220,1.0
1.0,97073,1.0
0.0,33262,0.0
0.0,20308,0.0
0.0,71371,0.0
0.0,80944,0.0
1.0,74547,1.0
1.0,48133,1.0
0.0,28082,0.0
0.0,58915,0.0
0.0,53580,0.0
0.0,65580,0.0
1.0,30005,1.0
1.0,70067,1.0
0.0,12084,0.0
0.0,74067,0.0
1.0,24433,1.0
0.0,35787,0.0
0.0,24435,0.0
0.0,48642,0.0
0.0,29693,0.0
0.0,2301,0.0
1.0,11398,1.0
1.0,68668,1.0
0.0,7160,0.0
0.0,35037,0.0
1.0,98036,1.0
0.0,47018,0.0
1.0,44021,1.0
1.0,50688,1.0
0.0,44981,0.0
0.0,45974,0.0
0.0,86946,0.0
1.0,66138,1.0
1.0,71059,1.0
1.0,65901,1.0
0.0,10663,0.0
0.0,53031,0.0
0.0,40997,0.0
0.0,59133,0.0
1.0,73997,1.0
1.0,44568,1.0
1.0,96690,1.0
1.0,65156,1.0
0.0,60350,0.0
0.0,23333,0.0
0.0,19853,0.0
1.0,66199,1.0
0.0,20941,0.0
1.0,96447,1.0
0.0,80722,0.0
1.0,64885,1.0
1.0,36164,1.0
0.0,59933,0.0
0.0,77525,0.0
0.0,24462,0.0
0.0,49581,0.0
0.0,84053,0.0
0.0,84590,0.0
0.0,62300,0.0
1.0,79283,1.0
0.0,73139,0.0
0.0,29920,0.0
0.0,22913,0.0
1.0,40309,1.0
1.0,41859,1.0
1.0,93497,1.0
0.0,9783,0.0
1.0,74296,1.0
0.0,82881,0.0
0.0,66301,0.0
1.0,48546,1.0
0.0,40438,0.0
0.0,75952,0.0
1.0,87461,1.0
1.0,11795,1.0
0.0,62252,0.0
0.0,50273,0.0
1.0,45006,1.0
0.0,61742,0.0
1.0,49756,1.0
0.0,95675,0.0
0.0,31596,0.0
1.0,15276,1.0
0.0,72570,0.0
1.0,10977,1.0
1.0,55269,1.0
0.0,31656,0.0
0.0,46630,0.0
1.0,64780,1.0
1.0,85994,1.0
1.0,21118,1.0
1.0,28492,1.0
1.0,77512,1.0
0.0,23308,0.0
1.0,49862,1.0
0.0,48068,0.0
0.0,46665,0.0
1.0,10184,1.0
1.0,48584,1.0
1.0,21026,1.0
0.0,98084,0.0
0.0,17685,0.0
0.0,35447,0.0
1.0,74948,1.0
0.0,76477,0.0
0.0,47110,0.0
0.0,10210,0.0
0.0,68284,0.0
0.0,17077,0.0
1.0,84399,1.0
0.0,92773,0.0
0.0,12525,0.0
0.0,16056,0.0
1.0,14717,1.0
0.0,64341,0.0
0.0,81925,0.0
0.0,86266,0.0
0.0,23307,0.0
0.0,37916,0.0
1.0,4819,1.0
1.0,14492,1.0
1.0,58697,1.0
0.0,47841,0.0
1.0,7734,1.0
1.0,53451,1.0
1.0,77466,1.0
1.0,96249,1.0
1.0,92301,1.0
1.0,19420,1.0
0.0,6485,0.0
1.0,84398,1.0
1.0,93189,1.0
0.0,52799,0.0
0.0,10219,0.0
0.0,24060,0.0
0.0,10841,0.0
0.0,24714,0.0
0.0,87341,0.0
1.0,41413,1.0
0.0,89214,0.0
1.0,93926,1.0
1.0,64025,1.0
1.0,89168,1.0
0.0,83808,0.0
1.0,12201,1.0
0.0,41480,0.0
1.0,60102,1.0
0.0,47230,0.0
0.0,9443,0.0
0.0,11960,0.0
0.0,94863,0.0
0.0,99068,0.0
0.0,74395,0.0
0.0,34909,0.0
1.0,85844,1.0
0.0,54091,0.0
0.0,10502,0.0
1.0,52200,1.0
0.0,17400,0.0
1.0,54030,1.0
0.0,68177,0.0
0.0,46047,0.0
1.0,27287,1.0
1.0,57531,1.0
1.0,69920,1.0
0.0,4841,0.0
1.0,57833,1.0
0.0,63991,0.0
1.0,86465,1.0
0.0,52084,0.0
0.0,94091,0.0
0.0,37986,0.0
1.0,17944,1.0
0.0,14330,0.0
0.0,36494,0.0
1.0,35667,1.0
0.0,29798,0.0
1.0,65732,1.0
1.0,72223,1.0
1.0,52781,1.0
1.0,22808,1.0
1.0,23995,1.0
1.0,14115,1.0
0.0,86702,0.0
0.0,82832,0.0
1.0,87998,1.0
1.0,18072,1.0
0.0,25452,0.0
1.0,32329,1.0
0.0,28139,0.0
1.0,27220,1.0
0.0,37516,0.0
1.0,23171,1.0
0.0,921,0.0
0.0,38741,0.0
0.0,13230,0.0
1.0,14017,1.0
0.0,38112,0.0
1.0,61525,1.0
1.0,85836,1.0
1.0,25742,1.0
1.0,44025,1.0
0.0,43271,0.0
1.0,23213,1.0
0.0,70246,0.0
0.0,9840,0.0
1.0,76809,1.0
0.0,42553,0.0
0.0,91344,0.0
1.0,90076,1.0
1.0,716,1.0
1.0,92821,1.0
1.0,75017,1.0
1.0,3492,1.0
0.0,48177,0.0
0.0,13063,0.0
0.0,54110,0.0
1.0,64789,1.0
1.0,4521,1.0
1.0,39715,1.0
0.0,5197,0.0
0.0,91778,0.0
0.0,47023,0.0
1.0,47351,1.0
0.0,94447,0.0
0.0,36022,0.0
0.0,32017,0.0
0.0,23625,0.0
0.0,28957,0.0
0.0,11313,0.0
0.0,18291,0.0
0.0,66333,0.0
0.0,75189,0.0
0.0,52903,0.0
0.0,73153,0.0
1.0,13218,1.0
1.0,1274,1.0
0.0,55217,0.0
0.0,58645,0.0
0.0,60580,0.0
1.0,76944,1.0
0.0,77233,0.0
1.0,90748,1.0
1.0,42458,1.0
0.0,1269,0.0
0.0,67885,0.0
0.0,31394,0.0
1.0,59037,1.0
1.0,71276,1.0
0.0,6583,0.0
1.0,56213,1.0
0.0,67868,0.0
0.0,55510,0.0
1.0,63328,1.0
0.0,13310,0.0
0.0,35490,0.0
1.0,62665,1.0
1.0,12982,1.0
0.0,96652,0.0
0.0,53267,0.0
1.0,74829,1.0
0.0,87997,0.0
0.0,7697,0.0
1.0,52968,1.0
0.0,1493,0.0
1.0,84967,1.0
1.0,71741,1.0
1.0,56259,1.0
0.0,39410,0.0
0.0,70694,0.0
1.0,98892,1.0
0.0,22955,0.0
1.0,8836,1.0
1.0,75546,1.0
0.0,59484,0.0
0.0,74885,0.0
1.0,78197,1.0
0.0,10341,0.0
0.0,67953,0.0
0.0,54352,0.0
0.0,87307,0.0
0.0,35931,0.0
0.0,3743,0.0
0.0,59727,0.0
1.0,37705,1.0
0.0,91676,0.0
0.0,42067,0.0
1.0,40413,1.0
1.0,76182,1.0
1.0,62018,1.0
1.0,11597,1.0
0.0,41514,0.0
0.0,67471,0.0
1.0,31207,1.0
0.0,66502,0.0
0.0,95977,0.0
1.0,85313,1.0
0.0,2041,0.0
1.0,68020,1.0
1.0,48754,1.0
1.0,25670,1.0
1.0,55628,1.0
1.0,1787,1.0
0.0,64710,0.0
0.0,71721,0.0
1.0,25279,1.0
1.0,74438,1.0
0.0,24530,0.0
1.0,81865,1.0
1.0,38336,1.0
1.0,32020,1.0
1.0,49071,1.0
1.0,76356,1.0
0.0,10173,0.0
1.0,74813,1.0
1.0,19220,1.0
1.0,46285,1.0
1.0,52706,1.0
1.0,40710,1.0
1.0,27496,1.0
1.0,69966,1.0
0.0,17990,0.0
1.0,60979,1.0
1.0,12869,1.0
0.0,60566,0.0
1.0,36975,1.0
0.0,98203,0.0
1.0,54549,1.0
1.0,90537,1.0
0.0,98720,0.0
0.0,21711,0.0
0.0,43748,0.0
1.0,26244,1.0
0.0,68906,0.0
1.0,80749,1.0
0.0,90899,0.0
0.0,20761,0.0
0.0,73969,0.0
1.0,48189,1.0
1.0,55568,1.0
0.0,60560,0.0
0.0,67928,0.0
0.0,90690,0.0
1.0,41362,1.0
0.0,55010,0.0
1.0,95989,1.0
1.0,26398,1.0
1.0,75199,1.0
1.0,4675,1.0
0.0,60884,0.0
1.0,17215,1.0
0.0,25425,0.0
0.0,26498,0.0
1.0,6263,1.0
1.0,82232,1.0
0.0,61715,0.0
1.0,22753,1.0
1.0,93003,1.0
0.0,42647,0.0
0.0,17495,0.0
0.0,22339,0.0
0.0,4917,0.0
1.0,80296,1.0
1.0,94023,1.0
0.0,65845,0.0
1.0,37360,1.0
0.0,46871,0.0
0.0,54280,0.0
0.0,81051,0.0
1.0,33866,1.0
1.0,61730,1.0
1.0,26200,1.0
1.0,31991,1.0
1.0,15436,1.0
1.0,81938,1.0
0.0,75752,0.0
1.0,80006,1.0
0.0,32676,0.0
1.0,63748,1.0
1.0,79264,1.0
0.0,43268,0.0
1.0,67824,1.0
1.0,58379,1.0
0.0,42201,0.0
1.0,27902,1.0
1.0,31419,1.0
1.0,63335,1.0
1.0,832,1.0
1.0,26683,1.0
1.0,18358,1.0
1.0,89661,1.0
0.0,91904,0.0
1.0,37834,1.0
0.0,88609,0.0
1.0,47798,1.0
1.0,96313,1.0
1.0,74437,1.0
0.0,7993,0.0
1.0,72779,1.0
1.0,74645,1.0
1.0,7204,1.0
1.0,94628,1.0
1.0,76706,1.0
0.0,23418,0.0
1.0,23787,1.0
0.0,94997,0.0
0.0,56785,0.0
1.0,29932,1.0
1.0,40195,1.0
1.0,33933,1.0
1.0,82136,1.0
1.0,53318,1.0
0.0,70545,0.0
0.0,23332,0.0
0.0,31363,0.0
1.0,77805,1.0
1.0,84124,1.0
0.0,58231,0.0
1.0,50900,1.0
0.0,73462,0.0
0.0,48813,0.0
1.0,12727,1.0
1.0,18828,1.0
1.0,8876,1.0
0.0,37270,0.0
1.0,27760,1.0
1.0,28148,1.0
0.0,86199,0.0
1.0,91523,1.0
1.0,45847,1.0
0.0,47308,0.0
1.0,91726,1.0
0.0,27284,0.0
0.0,34143,0.0
0.0,42969,0.0
0.0,83128,0.0
0.0,43677,0.0
1.0,4551,1.0
0.0,16606,0.0
0.0,27556,0.0
1.0,62808,1.0
0.0,69033,0.0
1.0,53482,1.0
0.0,10875,0.0
0.0,34210,0.0
0.0,2883,0.0
1.0,1622,1.0
0.0,87895,0.0
0.0,99385,0.0
0.0,75319,0.0
1.0,64925,1.0
1.0,66062,1.0
1.0,74209,1.0
1.0,70109,1.0
1.0,54722,1.0
0.0,10763,0.0
1.0,98386,1.0
1.0,49781,1.0
1.0,21078,1.0
1.0,19131,1.0
1.0,20710,1.0
0.0,81133,0.0
1.0,17415,1.0
1.0,66865,1.0
1.0,28735,1.0
0.0,94264,0.0
0.0,97106,0.0
0.0,9594,0.0
1.0,4453,1.0
0.0,26847,0.0
1.0,98637,1.0
0.0,72815,0.0
1.0,90244,1.0
0.0,87202,0.0
1.0,39154,1.0
0.0,62408,0.0
0.0,53884,0.0
0.0,55490,0.0
1.0,82360,1.0
1.0,68323,1.0
0.0,50894,0.0
0.0,89588,0.0
1.0,24852,1.0
0.0,35424,0.0
0.0,28483,0.0
1.0,42972,1.0
1.0,86068,1.0
0.0,99422,0.0
0.0,36148,0.0
0.0,65937,0.0
1.0,33159,1.0
1.0,94994,1.0
0.0,1913,0.0
1.0,52248,1.0
0.0,44058,0.0
0.0,67688,0.0
1.0,88604,1.0
0.0,8442,0.0
1.0,17268,1.0
0.0,86718,0.0
1.0,30722,1.0
1.0,50402,1.0
1.0,66185,1.0
1.0,22126,1.0
1.0,49672,1.0
1.0,97067,1.0
1.0,67637,1.0
1.0,78522,1.0
0.0,33396,0.0
0.0,87516,0.0
1.0,34760,1.0
0.0,51493,0.0
1.0,36964,1.0
1.0,56754,1.0
1.0,82076,1.0
0.0,87768,0.0
0.0,42238,0.0
0.0,16513,0.0
1.0,9207,1.0
1.0,7691,1.0
1.0,53085,1.0
0.0,46318,0.0
0.0,96033,0.0
1.0,70172,1.0
0.0,3483,0.0
0.0,49019,0.0
0.0,70739,0.0
1.0,85750,1.0
1.0,41241,1.0
0.0,85506,0.0
0.0,63705,0.0
1.0,19847,1.0
0.0,320,0.0
0.0,97479,0.0
0.0,19176,0.0
0.0,27373,0.0
1.0,54786,1.0
0.0,20962,0.0
1.0,30053,1.0
0.0,11719,0.0
1.0,31272,1.0
1.0,43305,1.0
0.0,71712,0.0
0.0,9263,0.0
1.0,87770,1.0
0.0,34242,0.0
0.0,38083,0.0
1.0,21776,1.0
1.0,72740,1.0
1.0,48739,1.0
0.0,58773,0.0
0.0,90372,0.0
0.0,63886,0.0
1.0,92254,1.0
1.0,75550,1.0
1.0,69696,1.0
1.0,50968,1.0
1.0,90575,1.0
1.0,40554,1.0
1.0,26227,1.0
0.0,52500,0.0
1.0,9661,1.0
1.0,2882,1.0
0.0,48347,0.0
0.0,37901,0.0
1.0,3357,1.0
1.0,86376,1.0
0.0,63173,0.0
1.0,89441,1.0
1.0,13735,1.0
0.0,21534,0.0
1.0,34857,1.0
0.0,66085,0.0
1.0,45957,1.0
1.0,57598,1.0
1.0,32115,1.0
1.0,53225,1.0
1.0,83977,1.0
1.0,72283,1.0
1.0,99772,1.0
0.0,13604,0.0
1.0,9002,1.0
0.0,133,0.0
0.0,28669,0.0
1.0,82819,1.0
0.0,45417,0.0
0.0,49420,0.0
0.0,91400,0.0
