,OverallPoF
9690,1
783,0
8788,1
7917,1
4972,0
2960,0
2695,0
1899,0
2976,0
8455,1
9083,1
3856,0
6304,1
2868,0
1784,0
1557,0
7747,1
663,0
4966,0
7052,1
2686,0
4693,0
4671,0
3296,0
9612,1
2685,0
1185,0
2111,0
8101,1
8148,1
1439,0
4110,0
4230,0
9102,1
8584,1
2991,0
4193,0
5020,0
6049,1
7105,1
8433,1
8235,1
5732,1
2743,0
5245,1
9011,1
5414,1
9781,1
4005,0
733,0
1841,0
9753,1
4101,0
639,0
7899,1
8471,1
2227,0
3817,0
1957,0
7847,1
409,0
8450,1
8921,1
3177,0
692,0
4526,0
7271,1
5467,1
7893,1
5892,1
1696,0
6706,1
7779,1
6509,1
8374,1
552,0
4831,0
8462,1
3871,0
6742,1
3380,0
5549,1
2659,0
5363,1
8380,1
1647,0
8645,1
3715,0
8652,1
4148,0
7585,1
5858,1
7183,1
4605,0
2423,0
6418,1
5801,1
2378,0
3099,0
4395,0
3766,0
3665,0
6953,1
4462,0
1193,0
5644,1
5600,1
931,0
1591,0
7778,1
8502,1
9887,1
2154,0
6240,1
8980,1
2371,0
5934,1
2990,0
5452,1
9974,1
3605,0
3702,0
2453,0
4624,0
5436,1
4777,0
5772,1
6449,1
9177,1
4027,0
7292,1
4054,0
9695,1
1574,0
769,0
4731,0
9216,1
8974,1
2021,0
257,0
716,0
2551,0
9427,1
1470,0
6260,1
9666,1
9521,1
7663,1
1397,0
5254,1
6386,1
5882,1
8758,1
3157,0
1376,0
9883,1
4933,0
1893,0
6813,1
8642,1
504,0
9209,1
5056,1
1047,0
2087,0
3707,0
3827,0
4043,0
5608,1
8879,1
7818,1
1238,0
134,0
6513,1
1335,0
5763,1
3473,0
9186,1
2925,0
9885,1
6343,1
5816,1
1997,0
4045,0
8218,1
826,0
8375,1
4099,0
5403,1
4574,0
4059,0
8839,1
584,0
2558,0
7596,1
2958,0
2556,0
1055,0
3213,0
78,0
9932,1
3850,0
4240,0
8869,1
5265,1
1536,0
7726,1
8608,1
4863,0
6999,1
9348,1
4296,0
99,1
4771,0
8456,1
5630,1
6808,1
142,0
5164,1
3997,0
9963,1
118,0
2799,0
5769,1
2459,0
3081,0
8114,1
9475,1
1429,0
4858,0
744,0
7413,1
6861,1
1703,0
7512,1
613,0
1180,0
5582,1
7376,1
6701,1
7436,1
6361,1
7200,1
6194,1
2997,0
4559,0
8838,1
9873,1
1402,0
9390,1
3127,0
2026,0
3520,0
2583,0
6526,1
3174,0
5343,1
1488,0
3961,0
9407,1
6282,1
9777,1
6985,1
5922,1
9325,1
3355,0
8572,1
6044,1
3830,0
2035,0
6608,1
4920,0
7632,1
1498,0
6402,1
3622,0
5719,1
7850,1
3722,0
5709,1
1490,0
9424,1
223,1
2186,0
7120,1
5784,1
8949,1
9891,1
7909,1
4382,0
7065,1
8150,1
8902,1
5829,1
8208,1
7651,1
6023,1
4259,0
623,0
1926,0
5287,1
2901,0
6464,1
1789,0
9541,1
1744,0
3709,0
929,0
394,0
7466,1
4351,0
1294,0
3267,0
7852,1
6008,1
4985,0
4032,0
8682,1
8161,1
2057,0
6843,1
9934,1
9469,1
787,0
8243,1
8348,1
2563,0
5185,1
1454,0
1317,0
8117,1
8565,1
8330,1
7983,1
3609,0
8573,1
4475,0
829,0
9236,1
242,0
2608,0
895,0
7301,1
4991,0
6558,1
6922,1
6462,1
6940,1
6366,1
7288,1
3230,0
1806,0
7614,1
3744,0
8191,1
4588,0
7949,1
1512,0
6203,1
8293,1
2134,0
4245,0
1509,0
7021,1
3591,0
1501,0
4483,0
5619,1
7029,1
4804,0
284,0
1140,0
8342,1
5319,1
5068,1
6943,1
7134,1
3209,0
9912,1
3472,0
4359,0
8951,1
3144,0
5147,1
6639,1
3016,0
1282,0
1502,0
5171,1
6412,1
7789,1
4938,0
3935,0
5640,1
5145,1
6510,1
278,0
1360,0
5533,1
4102,0
1022,0
1499,0
9575,1
5697,1
4336,0
9315,1
5566,1
3268,0
5501,1
138,1
4178,0
4531,0
8654,1
5138,1
2213,0
2056,0
6753,1
204,0
7380,1
8227,1
8711,1
7010,1
3143,0
1518,0
2964,0
5280,1
1645,0
8746,1
8958,1
6075,1
8135,1
3908,0
7589,1
6669,1
8307,1
6276,1
8129,1
3989,0
3938,0
523,0
8453,1
3979,0
1750,0
5103,1
3313,0
4907,0
121,0
3200,0
741,0
1421,0
980,0
2138,0
9847,1
6517,1
300,0
680,0
7894,1
1905,0
5290,1
5678,1
5141,1
4943,0
581,0
6728,1
1653,0
9435,1
2521,0
1531,0
5475,1
3478,0
7432,1
933,0
7462,1
2146,0
5080,1
494,0
8263,1
6572,1
9681,1
5984,1
8807,1
9915,1
6965,1
4481,0
5603,1
7971,1
4748,0
5550,1
9312,1
7253,1
6051,1
8957,1
9038,1
6875,1
3858,0
7168,1
5121,1
3719,0
2212,0
5808,1
857,0
3601,0
801,0
3756,0
6677,1
8606,1
1978,0
8865,1
6139,1
2575,0
5575,1
762,0
636,0
6767,1
3139,0
9598,1
3274,0
1740,0
1547,0
1079,0
9996,1
8768,1
44,0
9999,1
5685,1
1419,0
4105,0
7403,1
9324,1
9167,1
3529,0
6762,1
820,0
8875,1
8062,1
4981,0
3951,0
7190,1
6291,1
7205,1
6514,1
8751,1
7154,1
2499,0
1780,0
7984,1
6127,1
8480,1
6727,1
6484,1
3106,0
7948,1
3212,0
5594,1
8770,1
2817,0
6048,1
6970,1
7955,1
5869,1
9237,1
373,0
8668,1
4039,0
963,0
5704,1
5480,1
717,0
3011,0
4166,0
7513,1
2251,0
344,0
3701,0
1551,0
9361,1
7507,1
3220,0
1100,0
3813,0
7254,1
8721,1
3215,0
5368,1
8691,1
631,0
6837,1
2687,0
2386,0
2694,0
5511,1
5379,1
8327,1
3235,0
6913,1
14,0
3447,0
2735,0
7392,1
9215,1
3087,0
3069,0
998,0
1826,0
666,0
1595,0
2542,0
177,0
4900,0
2983,0
5213,1
2736,0
7074,1
3528,0
4235,0
2996,0
4331,0
8,0
4837,0
2352,0
2711,0
4003,0
3193,0
8713,1
2876,0
5126,1
4749,0
3182,0
3917,0
3158,0
1289,0
6781,1
5209,1
9897,1
7146,1
9788,1
7161,1
2713,0
7758,1
2846,0
6406,1
7063,1
5045,1
3409,0
124,0
6086,1
7328,1
7046,1
5405,1
7965,1
4074,0
830,0
1274,0
9615,1
953,0
1581,0
4800,0
2147,0
4468,0
1729,0
5976,1
376,0
6483,1
2819,0
9970,1
7067,1
6932,1
2031,0
986,0
1203,0
9463,1
7874,1
5308,1
1399,0
2083,0
5659,1
8346,1
3258,0
4253,0
833,0
7745,1
9124,1
6789,1
5545,1
1152,0
9953,1
5070,1
5459,1
8002,1
1602,0
6133,1
5272,1
9936,1
9129,1
2124,0
9476,1
9103,1
2337,0
2589,0
2356,0
5789,1
4292,0
3036,0
7756,1
1944,0
2092,0
2117,0
9698,1
4842,0
5305,1
2457,0
2977,0
3981,0
5753,1
2937,0
9483,1
8244,1
3845,0
6924,1
7907,1
5573,1
1478,0
3721,0
9372,1
713,0
7837,1
7306,1
228,0
8012,1
5329,1
5355,1
8413,1
925,0
8574,1
489,0
748,0
1386,0
7587,1
7474,1
5779,1
3848,0
710,0
7094,1
500,0
5706,1
9134,1
5930,1
2626,0
5838,1
7559,1
8406,1
1098,0
9593,1
4895,0
3138,0
922,0
3218,0
3185,0
9720,1
6428,1
4754,0
593,0
1127,0
7925,1
6248,1
6926,1
4665,0
9739,1
4332,0
79,0
3412,0
5463,1
3406,0
8539,1
888,0
6963,1
3466,0
7356,1
6426,1
7674,1
8449,1
5666,1
2514,0
3405,0
71,1
3467,0
8681,1
956,0
4356,0
2364,0
7822,1
3066,0
6495,1
1037,0
1889,0
8315,1
6681,1
7501,1
8053,1
4856,0
8977,1
3507,0
8121,1
7854,1
6385,1
1104,0
105,0
6284,1
5071,1
7035,1
8344,1
1786,0
9896,1
970,0
9376,1
8345,1
1594,0
4028,0
2376,0
2588,0
2137,0
8314,1
2148,0
7457,1
7343,1
8209,1
6050,1
8494,1
6826,1
2555,0
8834,1
7832,1
5457,1
3122,0
7361,1
7473,1
5854,1
912,0
8328,1
1113,0
6576,1
8167,1
4262,0
9303,1
4879,0
2348,0
5542,1
573,0
9849,1
7469,1
469,0
3559,0
6034,1
1632,0
5720,1
2882,0
3350,0
5687,1
6583,1
9429,1
8856,1
7879,1
3160,0
4536,0
6344,1
9300,1
8964,1
3208,0
5450,1
9366,1
506,0
3030,0
9950,1
9182,1
3759,0
1831,0
9592,1
997,0
9409,1
5755,1
7384,1
1925,0
2323,0
7628,1
6271,1
586,0
5972,1
4891,0
987,0
1692,0
1770,0
6255,1
3110,0
8362,1
2279,0
57,0
7449,1
9972,1
3815,0
6597,1
5567,1
2135,0
5125,1
4286,0
9388,1
7702,1
8447,1
8078,1
120,0
2116,0
8177,1
701,0
1818,0
9440,1
8234,1
4334,0
3683,0
6856,1
690,0
3757,0
4232,0
9706,1
9239,1
8451,1
9925,1
7022,1
9625,1
424,0
2181,0
3352,0
9092,1
9045,1
7591,1
1220,0
81,0
5055,1
9740,1
1967,0
569,0
3748,0
1650,0
1136,0
3299,0
5294,1
3562,0
8014,1
4111,0
8750,1
4506,0
8698,1
2927,0
816,0
5633,1
6928,1
7969,1
1436,0
8692,1
1552,0
4921,0
1433,0
1013,0
9691,1
5744,1
4729,0
9674,1
4151,0
40,0
6155,1
8100,1
7996,1
5098,1
1301,0
1353,0
3232,0
1097,0
5570,1
2229,0
8211,1
3920,0
5876,1
5266,1
1052,0
5454,1
4971,0
755,0
579,0
8443,1
2486,0
6632,1
7229,1
594,0
855,0
3092,0
8199,1
5621,1
8311,1
8072,1
4338,0
8125,1
2567,0
2450,0
6991,1
6056,1
5468,1
957,0
5941,1
3752,0
7178,1
6641,1
8914,1
9359,1
9555,1
8861,1
2758,0
4554,0
8431,1
5694,1
240,0
4896,0
6064,1
3320,0
5879,1
137,0
4794,0
5334,1
1407,0
8877,1
2953,0
4021,0
9792,1
6735,1
4932,0
6758,1
503,0
9241,1
3728,0
1450,0
7595,1
52,0
74,1
9125,1
9856,1
5142,1
244,0
8408,1
4022,0
4438,0
2024,0
1232,0
6836,1
3073,0
1768,0
2966,0
1024,0
7919,1
2974,0
5384,1
5099,1
3945,0
5101,1
9373,1
7616,1
217,0
4646,0
1086,0
1229,0
6090,1
6315,1
5917,1
2963,0
9100,1
9308,1
5730,1
2,0
5681,1
9426,1
6794,1
3969,0
8889,1
9087,1
470,0
1061,0
4167,0
2562,0
5887,1
4050,0
669,0
7119,1
1605,0
149,1
2634,0
7110,1
5596,1
8305,1
2073,0
3386,0
1129,0
8381,1
9790,1
2815,0
789,0
914,0
9633,1
5225,1
8520,1
6151,1
9385,1
893,0
208,0
5990,1
8924,1
3953,0
8481,1
6067,1
9534,1
445,0
8087,1
9574,1
9803,1
3919,0
477,0
4403,0
5124,1
3187,0
4547,0
2926,0
4159,0
7803,1
2470,0
1160,0
1556,0
6083,1
4810,0
4516,0
6880,1
7268,1
1898,0
2541,0
7481,1
2132,0
5830,1
453,0
9537,1
2949,0
5352,1
8769,1
5309,1
4091,0
6912,1
6749,1
4135,0
7047,1
6761,1
2916,0
1411,0
7340,1
8970,1
9755,1
8754,1
4633,0
7076,1
1736,0
9782,1
7127,1
1366,0
1628,0
525,0
1253,0
6881,1
3572,0
2661,0
7845,1
3048,0
4599,0
3449,0
8228,1
7106,1
3928,0
9415,1
4396,0
3804,0
7399,1
8184,1
5616,1
6830,1
297,0
7732,1
9564,1
8354,1
6159,1
6809,1
9497,1
447,0
6941,1
8023,1
398,0
2414,0
9437,1
8507,1
8676,1
7521,1
7731,1
9732,1
4610,0
3006,0
2246,0
8168,1
5938,1
7839,1
360,0
4476,0
6319,1
5929,1
7443,1
5595,1
4248,0
2886,0
8419,1
982,0
5130,1
4031,0
6098,1
6046,1
6041,1
8295,1
2293,0
2190,0
673,0
8010,1
1462,0
856,0
5817,1
3150,0
2318,0
7124,1
7129,1
6476,1
4621,0
3266,0
6951,1
7207,1
4826,0
2276,0
5729,1
8774,1
7224,1
2525,0
414,0
3901,0
8400,1
3516,0
6666,1
8438,1
9453,1
5507,1
7431,1
53,0
7630,1
2359,0
1862,0
5227,1
3521,0
4439,0
8720,1
6330,1
2787,0
1228,0
3179,0
7458,1
4123,0
5048,1
4820,0
7662,1
3930,0
5129,1
6179,1
5831,1
5658,1
6586,1
2151,0
4238,0
5873,1
5026,0
7783,1
1812,0
8338,1
4145,0
4757,0
6266,1
4368,0
8503,1
4613,0
4120,0
3808,0
2268,0
9705,1
6415,1
6169,1
4405,0
2675,0
1921,0
8860,1
1154,0
1633,0
7576,1
8296,1
5828,1
4460,0
7995,1
3351,0
7687,1
7720,1
6859,1
7565,1
3861,0
6235,1
9952,1
3852,0
9140,1
4688,0
1192,0
8577,1
9886,1
7034,1
8389,1
3096,0
7147,1
9924,1
1497,0
5679,1
6827,1
380,0
3151,0
6613,1
4565,0
6605,1
7359,1
5712,1
4830,0
4347,0
5217,1
7877,1
7945,1
2220,0
8017,1
7324,1
8969,1
8628,1
3732,0
399,0
3694,0
6923,1
2950,0
7897,1
6189,1
7574,1
7410,1
782,0
1054,0
8799,1
4809,0
6927,1
4978,0
8313,1
5786,1
2062,0
9494,1
8069,1
9848,1
8173,1
5703,1
3717,0
1917,0
906,0
4046,0
5951,1
6383,1
9068,1
2692,0
8897,1
9809,1
9477,1
896,0
5787,1
2444,0
9030,1
5003,0
4256,0
2536,0
434,0
6919,1
6413,1
5139,1
9619,1
2285,0
1959,0
5172,1
8188,1
9368,1
1278,0
3239,0
8474,1
6699,1
6786,1
2415,0
1395,0
9193,1
753,0
42,0
6419,1
8973,1
7748,1
9434,1
3977,0
6746,1
8984,1
6074,1
785,0
6036,1
4576,0
8528,1
6161,1
1982,0
9532,1
2893,0
6457,1
7382,1
2710,0
8626,1
858,0
5735,1
302,0
3544,0
7806,1
1068,0
5804,1
978,0
9317,1
4736,0
4630,0
3820,0
4894,0
687,0
1048,0
3764,0
580,0
7437,1
9601,1
7492,1
2309,0
2115,0
8068,1
6930,1
646,0
4658,0
6217,1
6175,1
4096,0
3841,0
9719,1
7849,1
9104,1
8337,1
6811,1
9839,1
9505,1
490,0
2047,0
3588,0
266,0
8152,1
2918,0
3565,0
2602,0
8614,1
7865,1
2338,0
8783,1
2869,0
4150,0
1890,0
94,0
2921,0
9043,1
312,0
6487,1
6662,1
358,0
5650,1
6942,1
1532,0
6983,1
9486,1
189,1
562,0
5188,1
5530,1
853,0
5031,0
599,0
7498,1
3022,0
8198,1
1150,0
2597,0
2156,0
9964,1
5836,1
8037,1
4177,0
6739,1
6434,1
5422,1
1858,0
4140,0
1726,0
3063,0
4397,0
9009,1
9708,1
8098,1
4053,0
698,0
5240,1
8058,1
9148,1
7989,1
8106,1
3574,0
9228,1
8294,1
7990,1
7000,1
393,0
9951,1
8619,1
5634,1
4515,0
8229,1
9296,1
9265,1
1640,0
3256,0
3470,0
4824,0
3864,0
7533,1
75,0
1102,0
8302,1
7269,1
5021,0
5006,0
9738,1
4349,0
7362,1
1208,0
2739,0
3982,0
252,0
1747,0
3684,0
6756,1
2906,0
8343,1
9560,1
818,0
8325,1
5974,1
9341,1
7496,1
9616,1
8284,1
2014,0
1955,0
8656,1
4530,0
3619,0
2786,0
9805,1
7660,1
5419,1
1793,0
5822,1
3207,0
2405,0
7421,1
7090,1
5116,1
8825,1
9298,1
5617,1
7113,1
9383,1
1718,0
2917,0
9496,1
5747,1
5534,1
3881,0
4279,0
4342,0
6301,1
876,0
8931,1
4884,0
9853,1
6544,1
6516,1
5233,1
4202,0
6862,1
5724,1
6473,1
2878,0
9145,1
6369,1
1139,0
5581,1
9789,1
8522,1
9221,1
2956,0
1114,0
7661,1
5312,1
4728,0
8108,1
9073,1
834,0
9374,1
8564,1
8765,1
1607,0
3912,0
8448,1
6191,1
5050,1
5574,1
3959,0
1960,0
8737,1
5244,1
3414,0
5819,1
5030,0
6708,1
7307,1
4672,0
9724,1
784,0
2586,0
9364,1
457,0
6797,1
1188,0
7202,1
7077,1
7044,1
9888,1
2859,0
4186,0
4406,0
8586,1
3793,0
1370,0
4934,0
7620,1
200,0
4443,0
4628,0
5133,1
6784,1
2883,0
9831,1
50,0
515,0
8561,1
5346,1
8576,1
7866,1
2177,0
3297,0
411,0
6816,1
9929,1
981,0
5544,1
444,0
6717,1
2368,0
9607,1
8664,1
1326,0
5987,1
6521,1
4226,0
7373,1
7979,1
443,0
8592,1
7030,1
9858,1
7768,1
5253,1
4595,0
8165,1
8287,1
2879,0
3769,0
7659,1
4914,0
1623,0
451,0
77,0
2326,0
4377,0
9245,1
3335,0
1338,0
8744,1
3734,0
8478,1
3963,0
2820,0
5760,1
5592,1
9192,1
2545,0
7305,1
3685,0
8753,1
7453,1
7032,1
5660,1
4104,0
5955,1
5440,1
1137,0
9173,1
5361,1
5317,1
9533,1
8353,1
651,0
6341,1
3390,0
2300,0
1904,0
9905,1
5335,1
2840,0
9053,1
5237,1
6471,1
8142,1
9291,1
4961,0
4500,0
6368,1
4746,0
391,0
1493,0
7912,1
4555,0
6363,1
3883,0
587,0
8629,1
3745,0
1504,0
4685,0
9250,1
296,0
446,0
1564,0
6070,1
350,0
527,0
9023,1
3403,0
1756,0
2269,0
8961,1
9540,1
2144,0
326,0
6802,1
2924,0
7791,1
4162,0
5642,1
1612,0
2691,0
7643,1
1212,0
3226,0
7377,1
1882,0
2564,0
276,0
7006,1
6157,1
6869,1
3416,0
1474,0
7225,1
4289,0
6455,1
4415,0
1468,0
5113,1
9375,1
5366,1
3994,0
6256,1
6337,1
3668,0
9770,1
9901,1
4168,0
7775,1
4307,0
6567,1
4274,0
310,0
9817,1
8031,1
4474,0
8763,1
2109,0
9682,1
7174,1
7840,1
9957,1
5120,1
1635,0
1840,0
5710,1
4767,0
5939,1
8920,1
2538,0
7623,1
1162,0
4207,0
847,0
5002,0
1795,0
1339,0
9433,1
8942,1
6322,1
5870,1
9392,1
3248,0
7391,1
349,0
1648,0
6876,1
7243,1
5401,1
887,0
8880,1
8340,1
9569,1
4272,0
9251,1
5136,1
5981,1
3322,0
7294,1
718,0
8399,1
4724,0
362,0
1919,0
1093,0
1737,0
1457,0
5812,1
4450,0
8332,1
4551,0
9436,1
9629,1
195,0
5364,1
3560,0
2169,0
2655,0
9126,1
6111,1
8611,1
9248,1
9892,1
4121,0
538,0
4968,0
6060,1
8785,1
1966,0
9654,1
5749,1
2403,0
5431,1
3281,0
2548,0
2495,0
7617,1
1182,0
4092,0
2552,0
8482,1
2932,0
2663,0
989,0
5149,1
8694,1
115,0
9689,1
1007,0
1604,0
9208,1
4491,0
9492,1
1711,0
306,0
2557,0
4421,0
2248,0
9793,1
4783,0
9067,1
935,0
8968,1
4662,0
8830,1
684,0
5527,1
1404,0
3032,0
6540,1
9558,1
7938,1
3054,0
9405,1
9829,1
123,0
3216,0
35,0
7793,1
3558,0
7003,1
8515,1
2737,0
33,0
8082,1
8181,1
9694,1
3410,0
2642,0
2980,0
8092,1
8414,1
8982,1
9169,1
8771,1
8038,1
6712,1
9728,1
2308,0
3895,0
1046,0
2153,0
5695,1
6142,1
8288,1
1553,0
8256,1
2267,0
4577,0
7670,1
8866,1
6893,1
2055,0
9187,1
2458,0
9895,1
8859,1
9984,1
7148,1
6555,1
7206,1
4344,0
3777,0
991,0
1364,0
4654,0
3555,0
6729,1
1486,0
9554,1
9301,1
2621,0
1585,0
6388,1
1514,0
8855,1
167,0
1254,0
7800,1
2852,0
7289,1
5960,1
5891,1
3183,0
6381,1
6107,1
4697,0
2593,0
3790,0
3532,0
4394,0
5029,0
6594,1
4025,0
4752,0
163,0
947,0
1530,0
7911,1
1306,0
8155,1
1396,0
3438,0
5948,1
9354,1
6994,1
7150,1
5799,1
2616,0
4766,0
7511,1
4967,0
7276,1
7480,1
3667,0
5686,1
7138,1
7349,1
1027,0
1678,0
7273,1
7908,1
1896,0
740,0
5027,0
8811,1
8936,1
4550,0
5557,1
520,0
3929,0
7929,1
9218,1
9464,1
1357,0
7735,1
8710,1
2523,0
2777,0
5494,1
6012,1
1334,0
1269,0
4818,0
1662,0
6945,1
700,0
4846,0
4486,0
7180,1
6185,1
4467,0
5353,1
6241,1
5962,1
2067,0
7684,1
9898,1
7665,1
3197,0
7242,1
9229,1
4695,0
8521,1
5846,1
6153,1
7231,1
4252,0
4385,0
7203,1
9031,1
1892,0
1082,0
6947,1
5359,1
5664,1
9458,1
4852,0
2004,0
9408,1
9976,1
2114,0
8350,1
5517,1
3052,0
5529,1
6062,1
1296,0
5762,1
4713,0
3270,0
4779,0
8587,1
3925,0
9420,1
8960,1
2217,0
3312,0
1310,0
3618,0
3561,0
4314,0
7580,1
8950,1
6918,1
1420,0
5705,1
9154,1
8033,1
3269,0
5122,1
129,0
9583,1
270,0
1348,0
6559,1
6897,1
259,0
23,0
482,0
8060,1
7502,1
8810,1
9347,1
6204,1
9336,1
4558,0
4387,0
3204,0
7013,1
1563,0
2664,0
6279,1
3413,0
2216,0
9399,1
6663,1
7823,1
4255,0
608,0
917,0
5347,1
7664,1
416,0
6642,1
1029,0
5354,1
3038,0
9046,1
4386,0
5628,1
9485,1
7524,1
3474,0
6167,1
4987,0
2197,0
3526,0
4970,0
5291,1
7303,1
7797,1
5935,1
8883,1
1374,0
4290,0
4430,0
6347,1
1125,0
4449,0
7486,1
2288,0
7733,1
1576,0
4579,0
8840,1
3536,0
3455,0
2020,0
7953,1
9088,1
8554,1
7256,1
1971,0
9451,1
1460,0
1311,0
4634,0
3364,0
1597,0
7544,1
5269,1
1575,0
7960,1
7573,1
2422,0
8154,1
1707,0
2328,0
3326,0
1884,0
2385,0
2730,0
3453,0
1938,0
1694,0
4503,0
4965,0
3708,0
863,0
805,0
1853,0
810,0
7169,1
6907,1
5165,1
9844,1
2863,0
492,0
6470,1
4973,0
848,0
7543,1
6411,1
4925,0
6935,1
2668,0
6854,1
1719,0
8956,1
1117,0
6844,1
1151,0
6183,1
9020,1
4537,0
2829,0
5692,1
8475,1
5515,1
2784,0
9765,1
7954,1
7352,1
2580,0
4447,0
3128,0
8044,1
9462,1
4545,0
5009,0
4278,0
5156,1
9584,1
3952,0
2068,0
2680,0
2607,0
1907,0
4365,0
4670,0
9890,1
6759,1
6299,1
9864,1
187,0
9349,1
8706,1
5495,1
5286,1
2909,0
7383,1
7681,1
6468,1
7771,1
3402,0
2215,0
7777,1
2432,0
6390,1
9378,1
1701,0
4376,0
4626,0
5148,1
9947,1
1539,0
3805,0
993,0
6644,1
550,0
8923,1
8115,1
1288,0
7401,1
9132,1
9731,1
8240,1
6454,1
1973,0
6867,1
6214,1
1090,0
4533,0
8566,1
4838,0
4955,0
1872,0
995,0
6154,1
954,0
7505,1
5756,1
3260,0
9340,1
6938,1
5810,1
3082,0
1461,0
9499,1
3020,0
4493,0
8540,1
8139,1
3487,0
7763,1
4549,0
269,0
1210,0
3093,0
6061,1
4184,0
3061,0
3664,0
8822,1
905,0
3029,0
2104,0
9628,1
689,0
2861,0
8675,1
2569,0
2987,0
5675,1
1034,0
4882,0
3308,0
9611,1
4029,0
950,0
4680,0
7107,1
9820,1
2885,0
6964,1
1181,0
216,0
5342,1
6182,1
871,0
3042,0
3315,0
8796,1
2504,0
8127,1
6446,1
7592,1
3735,0
6732,1
4508,0
6362,1
8635,1
6664,1
9581,1
9726,1
5194,1
1017,0
6993,1
9277,1
3046,0
1805,0
8890,1
6071,1
7928,1
6984,1
6972,1
2049,0
32,1
5900,1
7744,1
188,0
1690,0
9875,1
4616,0
7766,1
797,0
8937,1
8959,1
8176,1
7776,1
9561,1
937,0
7264,1
7082,1
7916,1
1240,0
2280,0
2832,0
1965,0
8182,1
9872,1
533,0
9070,1
168,0
750,0
1886,0
4195,0
6040,1
7313,1
849,0
7322,1
1195,0
8461,1
8430,1
6325,1
4276,0
8504,1
9101,1
488,0
7347,1
3223,0
5000,0
2631,0
9457,1
5146,1
4661,0
719,0
1122,0
9356,1
6491,1
3944,0
9865,1
9156,1
7760,1
6568,1
1587,0
8517,1
1413,0
8175,1
295,0
8548,1
4527,0
9992,1
1444,0
3606,0
8138,1
1458,0
4454,0
6817,1
694,0
6740,1
2210,0
6819,1
2353,0
9036,1
9580,1
6752,1
9741,1
7997,1
1550,0
7830,1
7103,1
8764,1
6700,1
4185,0
1173,0
3285,0
7089,1
1954,0
6833,1
219,0
60,0
2164,0
7066,1
6838,1
1990,0
7875,1
2332,0
3907,0
3782,0
3893,0
1879,0
55,0
5537,1
543,0
3612,0
534,0
4129,0
6885,1
3537,0
9721,1
3538,0
5374,1
4426,0
2408,0
8541,1
7197,1
6866,1
8832,1
3241,0
8003,1
2448,0
7095,1
7626,1
7988,1
5393,1
6726,1
7426,1
4133,0
8562,1
2677,0
7286,1
1345,0
9709,1
1057,0
5526,1
9717,1
595,0
1871,0
7922,1
9183,1
6678,1
173,0
6130,1
2571,0
8081,1
4024,0
8647,1
7567,1
9282,1
4611,0
6979,1
6160,1
4381,0
1927,0
96,0
3007,0
6004,1
2967,0
5412,1
2872,0
9791,1
2948,0
5083,1
8848,1
3279,0
1832,0
1559,0
3190,0
9780,1
2445,0
590,0
6646,1
5340,1
3247,0
2346,0
8190,1
1312,0
2433,0
7218,1
1918,0
4437,0
5973,1
8824,1
3576,0
4750,0
7836,1
5443,1
387,0
5624,1
795,0
9994,1
3729,0
5568,1
8170,1
3578,0
26,0
9832,1
4747,0
8428,1
712,0
5521,1
9163,1
4360,0
4583,0
2930,0
9243,1
625,0
4203,0
370,0
8999,1
3460,0
9688,1
5672,1
3283,0
4209,0
1867,0
3993,0
2410,0
8994,1
5883,1
3900,0
9913,1
2175,0
5043,1
8792,1
6201,1
2027,0
2774,0
6122,1
5577,1
1980,0
7703,1
3646,0
4288,0
7679,1
1442,0
9003,1
265,0
8360,1
3417,0
8631,1
1297,0
968,0
5201,1
5282,1
8216,1
3307,0
2428,0
6961,1
7859,1
7722,1
8369,1
9642,1
3797,0
7282,1
9151,1
4304,0
7757,1
936,0
2431,0
4181,0
6776,1
8815,1
8641,1
439,0
9851,1
3669,0
4513,0
3287,0
4333,0
2690,0
2435,0
5514,1
9035,1
4324,0
1660,0
951,0
8767,1
2841,0
1582,0
8550,1
9342,1
9489,1
8442,1
2053,0
5999,1
1164,0
5805,1
1923,0
1950,0
696,0
6687,1
7927,1
8055,1
8745,1
5447,1
2763,0
902,0
6081,1
433,0
764,0
4638,0
5183,1
5211,1
2865,0
8153,1
1036,0
5601,1
9402,1
9394,1
6472,1
3531,0
4603,0
1579,0
6900,1
6024,1
1998,0
1515,0
6270,1
9675,1
3250,0
4909,0
3012,0
6414,1
4158,0
9710,1
3303,0
2568,0
4936,0
4822,0
6629,1
4676,0
5131,1
8379,1
5989,1
4082,0
7782,1
8551,1
2219,0
541,0
7400,1
738,0
1099,0
3760,0
7312,1
4570,0
8336,1
1589,0
5885,1
3513,0
1496,0
4784,0
5041,1
3327,0
4083,0
7690,1
2449,0
1958,0
7038,1
2578,0
7667,1
5260,1
3155,0
5499,1
4023,0
519,0
4492,0
9757,1
6698,1
7314,1
9320,1
5654,1
2640,0
5413,1
5782,1
7412,1
6384,1
2679,0
3887,0
4303,0
9515,1
8990,1
4649,0
7633,1
2933,0
9660,1
9160,1
9522,1
2790,0
7853,1
2446,0
8582,1
726,0
927,0
6372,1
9107,1
7158,1
9292,1
9161,1
1088,0
1748,0
667,0
9090,1
5137,1
82,0
8266,1
3727,0
1538,0
9837,1
45,0
426,0
1124,0
9309,1
2199,0
3962,0
7439,1
39,0
4273,0
4615,0
5076,1
1800,0
1302,0
7613,1
6234,1
9235,1
5961,1
2018,0
